   0.00000000E+00  -0.48919474E-05   0.40000000E-05   0.88919474E-05   0.12229868E+01
   0.50000000E-01  -0.21061402E-03   0.17110058E-03   0.38171460E-03   0.12309369E+01
   0.10000000E+00  -0.31383294E-02   0.25849533E-02   0.57232827E-02   0.12140758E+01
   0.15000000E+00  -0.48406927E-01   0.58348545E-01   0.10675547E+00   0.82961670E+00
   0.20000000E+00  -0.35588904E-01   0.16506307E+00   0.20065197E+00   0.21560792E+00
   0.25000000E+00  -0.73129044E-02   0.21443087E+00   0.22174377E+00   0.34103786E-01
   0.30000000E+00  -0.12068102E-02   0.22351360E+00   0.22472041E+00   0.53992695E-02
   0.35000000E+00  -0.17809139E-03   0.22500919E+00   0.22518728E+00   0.79148496E-03
   0.40000000E+00  -0.19923615E-04   0.22523848E+00   0.22525841E+00   0.88455643E-04
   0.45000000E+00   0.15602855E-04   0.22528981E+00   0.22527420E+00   0.69256819E-04
   0.50000000E+00   0.20201002E-04   0.22529662E+00   0.22527642E+00   0.89664027E-04
   0.55000000E+00   0.20574352E-04   0.22529694E+00   0.22527637E+00   0.91321043E-04
   0.60000000E+00   0.20574352E-04   0.22529694E+00   0.22527637E+00   0.91321043E-04
   0.65000000E+00   0.20445112E-04   0.22529699E+00   0.22527654E+00   0.90747381E-04
   0.70000000E+00   0.20401609E-04   0.22529694E+00   0.22527654E+00   0.90554311E-04
   0.75000000E+00   0.20401609E-04   0.22529694E+00   0.22527654E+00   0.90554311E-04
   0.80000000E+00   0.20126644E-04   0.22529664E+00   0.22527652E+00   0.89333973E-04
   0.85000000E+00   0.20126644E-04   0.22529664E+00   0.22527652E+00   0.89333973E-04
   0.90000000E+00   0.20126644E-04   0.22529664E+00   0.22527652E+00   0.89333973E-04
   0.95000000E+00   0.20482221E-04   0.22529679E+00   0.22527630E+00   0.90912176E-04
   0.10000000E+01   0.20383776E-04   0.22529685E+00   0.22527647E+00   0.90475191E-04
   0.10500000E+01   0.20383776E-04   0.22529685E+00   0.22527647E+00   0.90475191E-04
   0.11000000E+01   0.20360035E-04   0.22529688E+00   0.22527652E+00   0.90369804E-04
   0.11500000E+01   0.20360035E-04   0.22529688E+00   0.22527652E+00   0.90369804E-04
   0.12000000E+01   0.20418519E-04   0.22529683E+00   0.22527641E+00   0.90629411E-04
   0.12500000E+01   0.20418519E-04   0.22529683E+00   0.22527641E+00   0.90629411E-04
   0.13000000E+01   0.20308077E-04   0.22529680E+00   0.22527649E+00   0.90139216E-04
   0.13500000E+01   0.20308077E-04   0.22529680E+00   0.22527649E+00   0.90139216E-04
   0.14000000E+01   0.20373590E-04   0.22529676E+00   0.22527638E+00   0.90430020E-04
   0.14500000E+01   0.20373590E-04   0.22529676E+00   0.22527638E+00   0.90430020E-04
   0.15000000E+01   0.20447334E-04   0.22529678E+00   0.22527633E+00   0.90757327E-04
   0.15500000E+01   0.20447334E-04   0.22529678E+00   0.22527633E+00   0.90757327E-04
   0.16000000E+01   0.20338936E-04   0.22529685E+00   0.22527651E+00   0.90276169E-04
   0.16500000E+01   0.20338936E-04   0.22529685E+00   0.22527651E+00   0.90276169E-04
   0.17000000E+01   0.20404596E-04   0.22529684E+00   0.22527643E+00   0.90567611E-04
   0.17500000E+01   0.20384756E-04   0.22529677E+00   0.22527639E+00   0.90479574E-04
   0.18000000E+01   0.20384756E-04   0.22529677E+00   0.22527639E+00   0.90479574E-04
   0.18500000E+01   0.20259913E-04   0.22529678E+00   0.22527652E+00   0.89925444E-04
   0.19000000E+01   0.20259913E-04   0.22529678E+00   0.22527652E+00   0.89925444E-04
   0.19500000E+01   0.20435438E-04   0.22529682E+00   0.22527639E+00   0.90704511E-04
   0.20000000E+01   0.20435438E-04   0.22529682E+00   0.22527639E+00   0.90704511E-04
   0.20500000E+01   0.20416223E-04   0.22529677E+00   0.22527636E+00   0.90619244E-04
   0.21000000E+01   0.20416223E-04   0.22529677E+00   0.22527636E+00   0.90619244E-04
   0.21500000E+01   0.20479270E-04   0.22529680E+00   0.22527632E+00   0.90899070E-04
   0.22000000E+01   0.20479270E-04   0.22529680E+00   0.22527632E+00   0.90899070E-04
   0.22500000E+01   0.20530983E-04   0.22529681E+00   0.22527628E+00   0.91128603E-04
   0.23000000E+01   0.20530983E-04   0.22529681E+00   0.22527628E+00   0.91128603E-04
   0.23500000E+01   0.20553112E-04   0.22529689E+00   0.22527634E+00   0.91226788E-04
   0.24000000E+01   0.20553112E-04   0.22529689E+00   0.22527634E+00   0.91226788E-04
