   0.00000000E+00   0.30000000E+00   0.00000000E+00   0.30000000E+00   0.00000000E+00   0.30000000E+00   0.00000000E+00
   0.20000000E-02   0.28830138E+00   0.17352035E-01   0.28830138E+00   0.17352035E-01   0.29940060E+00   0.00000000E+00
   0.40000000E-02   0.27616060E+00   0.30891397E-01   0.27616060E+00   0.30891397E-01   0.29880240E+00   0.00000000E+00
   0.60000000E-02   0.26387355E+00   0.40530924E-01   0.26387355E+00   0.40530924E-01   0.29820539E+00   0.00000000E+00
   0.80000000E-02   0.25236168E+00   0.47142535E-01   0.25236168E+00   0.47142535E-01   0.29760957E+00   0.00000000E+00
   0.10000000E-01   0.24111594E+00   0.54900607E-01   0.24111594E+00   0.54900607E-01   0.29701495E+00   0.00000000E+00
   0.12000000E-01   0.22999615E+00   0.61743835E-01   0.22999615E+00   0.61743835E-01   0.29642151E+00   0.00000000E+00
   0.14000000E-01   0.21967274E+00   0.66457239E-01   0.21967274E+00   0.66457239E-01   0.29582926E+00   0.00000000E+00
   0.16000000E-01   0.20964190E+00   0.70580577E-01   0.20964190E+00   0.70580577E-01   0.29523820E+00   0.00000000E+00
   0.18000000E-01   0.20032761E+00   0.73454301E-01   0.20032761E+00   0.73454301E-01   0.29464831E+00   0.00000000E+00
   0.20000000E-01   0.19232799E+00   0.74163043E-01   0.19232799E+00   0.74163043E-01   0.29405960E+00   0.00000000E+00
   0.22000000E-01   0.18610897E+00   0.72262828E-01   0.18610897E+00   0.72262828E-01   0.29347207E+00   0.00000000E+00
   0.24000000E-01   0.18110372E+00   0.70051179E-01   0.18110372E+00   0.70051179E-01   0.29288571E+00   0.00000000E+00
   0.26000000E-01   0.17896761E+00   0.65751253E-01   0.17896761E+00   0.65751253E-01   0.29230053E+00   0.00000000E+00
   0.28000000E-01   0.17563137E+00   0.60363876E-01   0.17563137E+00   0.60363876E-01   0.29171651E+00   0.00000000E+00
   0.30000000E-01   0.17429822E+00   0.54828887E-01   0.17429822E+00   0.54828887E-01   0.29113366E+00   0.00000000E+00
   0.32000000E-01   0.17345331E+00   0.51204921E-01   0.17345331E+00   0.51204921E-01   0.29055197E+00   0.00000000E+00
   0.34000000E-01   0.17239784E+00   0.48535359E-01   0.17239784E+00   0.48535359E-01   0.28997145E+00   0.00000000E+00
   0.36000000E-01   0.17129763E+00   0.46190223E-01   0.17129763E+00   0.46190223E-01   0.28939209E+00   0.00000000E+00
   0.38000000E-01   0.17020615E+00   0.43927993E-01   0.17020615E+00   0.43927993E-01   0.28881388E+00   0.00000000E+00
   0.40000000E-01   0.16916731E+00   0.41517017E-01   0.16916731E+00   0.41517017E-01   0.28823683E+00   0.00000000E+00
   0.42000000E-01   0.16760196E+00   0.38519008E-01   0.16760196E+00   0.38519008E-01   0.28766093E+00   0.00000000E+00
   0.44000000E-01   0.16514796E+00   0.36281862E-01   0.16514796E+00   0.36281862E-01   0.28708619E+00   0.00000000E+00
   0.46000000E-01   0.16268976E+00   0.34423571E-01   0.16268976E+00   0.34423571E-01   0.28651259E+00   0.00000000E+00
   0.48000000E-01   0.16028690E+00   0.32741126E-01   0.16028690E+00   0.32741126E-01   0.28594014E+00   0.00000000E+00
   0.50000000E-01   0.15799139E+00   0.31116162E-01   0.15799139E+00   0.31116162E-01   0.28536883E+00   0.00000000E+00
   0.52000000E-01   0.15582857E+00   0.29459724E-01   0.15582857E+00   0.29459724E-01   0.28479866E+00   0.00000000E+00
   0.54000000E-01   0.15381278E+00   0.27700827E-01   0.15381278E+00   0.27700827E-01   0.28422963E+00   0.00000000E+00
   0.56000000E-01   0.15195564E+00   0.25769344E-01   0.15195564E+00   0.25769344E-01   0.28366174E+00   0.00000000E+00
   0.58000000E-01   0.15025515E+00   0.23566874E-01   0.15025515E+00   0.23566874E-01   0.28309498E+00   0.00000000E+00
   0.60000000E-01   0.14863165E+00   0.20942825E-01   0.14863165E+00   0.20942825E-01   0.28252936E+00   0.00000000E+00
   0.62000000E-01   0.14677629E+00   0.17774682E-01   0.14677629E+00   0.17774682E-01   0.28196487E+00   0.00000000E+00
   0.64000000E-01   0.14426946E+00   0.14361363E-01   0.14426946E+00   0.14361363E-01   0.28140150E+00   0.00000000E+00
   0.66000000E-01   0.14133401E+00   0.11040935E-01   0.14133401E+00   0.11040935E-01   0.28083926E+00   0.00000000E+00
   0.68000000E-01   0.13807982E+00   0.76829150E-02   0.13807982E+00   0.76829150E-02   0.28027814E+00   0.00000000E+00
   0.70000000E-01   0.13446462E+00   0.43863842E-02   0.13446462E+00   0.43863842E-02   0.27971815E+00   0.00000000E+00
   0.72000000E-01   0.13068865E+00   0.12213061E-02   0.13068865E+00   0.12213061E-02   0.27915927E+00   0.00000000E+00
   0.74000000E-01   0.12694251E+00  -0.19465322E-02   0.12694251E+00  -0.19465322E-02   0.27860151E+00   0.00000000E+00
   0.76000000E-01   0.12329216E+00  -0.53011302E-02   0.12329216E+00  -0.53011302E-02   0.27804486E+00   0.00000000E+00
   0.78000000E-01   0.11972468E+00  -0.90179469E-02   0.11972468E+00  -0.90179469E-02   0.27748933E+00   0.00000000E+00
   0.80000000E-01   0.11618212E+00  -0.13284588E-01   0.11618212E+00  -0.13284588E-01   0.27693490E+00   0.00000000E+00
