   0.00000000E+00   0.10000000E-02   0.10000000E-02   0.10000000E-02
   0.50000000E-01   0.48036975E-02   0.48036975E-02   0.15790095E-02
   0.10000000E+00   0.21981993E-01   0.21981993E-01   0.34122875E-02
   0.15000000E+00   0.79041379E-01   0.79041379E-01   0.18407431E-01
   0.20000000E+00   0.11009782E+00   0.11009782E+00   0.53814715E-01
   0.25000000E+00   0.11800008E+00   0.11800008E+00   0.94024172E-01
   0.30000000E+00   0.12152584E+00   0.12152584E+00   0.13348089E+00
   0.35000000E+00   0.12412587E+00   0.12412587E+00   0.17114323E+00
   0.40000000E+00   0.12637606E+00   0.12637606E+00   0.20687986E+00
   0.45000000E+00   0.12842260E+00   0.12842260E+00   0.24081815E+00
   0.50000000E+00   0.13034455E+00   0.13034455E+00   0.27318366E+00
   0.55000000E+00   0.13219765E+00   0.13219765E+00   0.30422702E+00
   0.60000000E+00   0.13401831E+00   0.13401831E+00   0.33418192E+00
   0.65000000E+00   0.13582602E+00   0.13582602E+00   0.36324387E+00
   0.70000000E+00   0.13762842E+00   0.13762842E+00   0.39156361E+00
   0.75000000E+00   0.13942536E+00   0.13942536E+00   0.41924969E+00
   0.80000000E+00   0.14121290E+00   0.14121290E+00   0.44637550E+00
   0.85000000E+00   0.14298576E+00   0.14298576E+00   0.47298759E+00
   0.90000000E+00   0.14473864E+00   0.14473864E+00   0.49911358E+00
   0.95000000E+00   0.14646726E+00   0.14646726E+00   0.52476843E+00
   0.10000000E+01   0.14816834E+00   0.14816834E+00   0.54995944E+00
   0.10500000E+01   0.14983957E+00   0.14983957E+00   0.57468960E+00
   0.11000000E+01   0.15147951E+00   0.15147951E+00   0.59895986E+00
   0.11500000E+01   0.15308732E+00   0.15308732E+00   0.62277057E+00
   0.12000000E+01   0.15466265E+00   0.15466265E+00   0.64612225E+00
   0.12500000E+01   0.15620551E+00   0.15620551E+00   0.66901606E+00
   0.13000000E+01   0.15771611E+00   0.15771611E+00   0.69145397E+00
   0.13500000E+01   0.15919485E+00   0.15919485E+00   0.71343881E+00
   0.14000000E+01   0.16064221E+00   0.16064221E+00   0.73497422E+00
   0.14500000E+01   0.16205876E+00   0.16205876E+00   0.75606461E+00
   0.15000000E+01   0.16344510E+00   0.16344510E+00   0.77671501E+00
   0.15500000E+01   0.16480188E+00   0.16480188E+00   0.79693104E+00
   0.16000000E+01   0.16612974E+00   0.16612974E+00   0.81671880E+00
   0.16500000E+01   0.16742934E+00   0.16742934E+00   0.83608475E+00
   0.17000000E+01   0.16870133E+00   0.16870133E+00   0.85503568E+00
   0.17500000E+01   0.16994637E+00   0.16994637E+00   0.87357864E+00
   0.18000000E+01   0.17116511E+00   0.17116511E+00   0.89172087E+00
   0.18500000E+01   0.17235816E+00   0.17235816E+00   0.90946976E+00
   0.19000000E+01   0.17352615E+00   0.17352615E+00   0.92683278E+00
   0.19500000E+01   0.17466967E+00   0.17466967E+00   0.94381749E+00
   0.20000000E+01   0.17578931E+00   0.17578931E+00   0.96043147E+00
   0.20500000E+01   0.17688566E+00   0.17688566E+00   0.97668230E+00
   0.21000000E+01   0.17795929E+00   0.17795929E+00   0.99257755E+00
   0.21500000E+01   0.17901076E+00   0.17901076E+00   0.10081247E+01
   0.22000000E+01   0.18004063E+00   0.18004063E+00   0.10233313E+01
   0.22500000E+01   0.18104944E+00   0.18104944E+00   0.10382047E+01
   0.23000000E+01   0.18203770E+00   0.18203770E+00   0.10527522E+01
   0.23500000E+01   0.18300581E+00   0.18300581E+00   0.10669811E+01
   0.24000000E+01   0.18395419E+00   0.18395419E+00   0.10808984E+01
   0.24500000E+01   0.18488341E+00   0.18488341E+00   0.10945112E+01
   0.25000000E+01   0.18579396E+00   0.18579396E+00   0.11078263E+01
   0.25500000E+01   0.18668625E+00   0.18668625E+00   0.11208505E+01
   0.26000000E+01   0.18756071E+00   0.18756071E+00   0.11335904E+01
